ano,parto,regiao,uf,grupo,criticidade,records
2018,NORMAL,Sudeste,ES,0,0,2306
2011,CESARIANO,Sul,RS,4,0,2302
2015,CESARIANO,Nordeste,CE,2,0,2296
2015,CESARIANO,Centro-Oeste,GO,2,2,2295
2016,CESARIANO,Nordeste,PE,1,2,2295
2011,NORMAL,Sul,PR,4,0,2291
2013,NORMAL,Nordeste,PB,1,2,2291
2014,CESARIANO,Nordeste,PB,1,2,2289
2016,NORMAL,Nordeste,MA,2,0,2289
2017,CESARIANO,Sudeste,ES,0,0,2285
2019,CESARIANO,Norte,RO,2,0,2284
2010,CESARIANO,Nordeste,CE,2,0,2278
2012,NORMAL,Norte,PA,1,2,2276
2015,CESARIANO,Nordeste,PI,1,2,2274
2017,CESARIANO,Norte,AP,2,0,2270
2018,CESARIANO,Sudeste,ES,5,1,2268
2011,NORMAL,Norte,TO,4,0,2259
2013,NORMAL,Sul,PR,4,0,2259
2011,CESARIANO,Sudeste,MG,0,1,2257
2017,CESARIANO,Sudeste,RJ,4,0,2257
2014,CESARIANO,Nordeste,PI,1,2,2256
2012,NORMAL,Nordeste,PB,1,2,2254
2013,NORMAL,Nordeste,PI,1,2,2254
2011,CESARIANO,Nordeste,PB,1,2,2252
2015,CESARIANO,Sudeste,ES,0,0,2251
2014,NORMAL,Centro-Oeste,MT,4,1,2249
2012,NORMAL,Nordeste,RN,1,2,2244
2012,NORMAL,Nordeste,PI,1,2,2241
2012,NORMAL,Sul,PR,4,0,2239
2013,NORMAL,Nordeste,PB,1,0,2237
2016,CESARIANO,Nordeste,PI,1,2,2235
2019,CESARIANO,Norte,PA,4,1,2235
2015,NORMAL,Centro-Oeste,MT,4,1,2233
2017,CESARIANO,Nordeste,PE,1,2,2227
2011,CESARIANO,Nordeste,CE,1,2,2220
2012,CESARIANO,Sul,PR,5,1,2214
2012,CESARIANO,Nordeste,CE,2,0,2212
2017,NORMAL,Norte,AC,1,0,2206
2013,CESARIANO,Norte,AP,2,0,2205
2013,CESARIANO,Sul,RS,4,0,2205
2019,NORMAL,Sudeste,SP,5,2,2204
2014,CESARIANO,Sul,RS,4,0,2201
2019,CESARIANO,Nordeste,RN,1,0,2200
2010,NORMAL,Sudeste,SP,2,1,2198
2011,NORMAL,Nordeste,PI,1,2,2198
2014,NORMAL,Sul,SC,4,1,2195
2015,CESARIANO,Sul,RS,5,1,2191
2017,NORMAL,Centro-Oeste,MT,4,1,2183
2012,CESARIANO,Sul,RS,4,0,2178
2010,NORMAL,Nordeste,PI,1,2,2175
2011,NORMAL,Norte,TO,2,0,2174
2014,NORMAL,Sul,PR,4,0,2169
2019,NORMAL,Nordeste,RN,1,2,2168
2011,CESARIANO,Nordeste,PI,1,2,2165
2014,NORMAL,Nordeste,PI,1,2,2165
2016,NORMAL,Nordeste,BA,3,1,2164
2019,CESARIANO,Sudeste,ES,0,0,2161
2012,NORMAL,Sul,RS,3,2,2160
2010,NORMAL,Norte,TO,4,0,2157
2015,NORMAL,Nordeste,PI,1,2,2156
2015,CESARIANO,Nordeste,MA,1,1,2150
2010,CESARIANO,Sudeste,MG,0,1,2149
2010,NORMAL,Sudeste,MG,4,0,2149
2011,CESARIANO,Sul,SC,3,1,2148
2019,CESARIANO,Sudeste,ES,5,1,2145
2014,NORMAL,Nordeste,PB,1,2,2144
2011,CESARIANO,Sudeste,MG,2,1,2141
2011,CESARIANO,Norte,PA,1,2,2140
2010,NORMAL,Norte,PA,1,2,2135
2011,CESARIANO,Norte,PA,4,1,2135
2019,CESARIANO,Nordeste,BA,2,0,2133
2016,CESARIANO,Sudeste,ES,0,0,2131
2014,CESARIANO,Centro-Oeste,GO,2,0,2127
2019,NORMAL,Norte,TO,4,0,2127
2016,CESARIANO,Sul,RS,5,1,2120
2013,CESARIANO,Nordeste,MA,1,1,2117
2019,NORMAL,Sudeste,SP,2,1,2112
2011,CESARIANO,Sul,RS,3,1,2111
2015,NORMAL,Sudeste,SP,5,2,2111
2015,CESARIANO,Nordeste,RN,3,0,2106
2012,NORMAL,Norte,TO,4,0,2102
2014,CESARIANO,Nordeste,MA,1,1,2102
2013,CESARIANO,Nordeste,PE,1,2,2100
2012,NORMAL,Centro-Oeste,MT,4,1,2098
2010,CESARIANO,Nordeste,PB,3,1,2097
2013,CESARIANO,Nordeste,PB,1,2,2095
2018,NORMAL,Sudeste,SP,5,2,2095
2012,CESARIANO,Nordeste,MA,4,0,2092
2017,CESARIANO,Nordeste,PI,1,2,2092
2010,NORMAL,Sudeste,SP,2,0,2088
2011,NORMAL,Sudeste,SP,2,1,2086
2013,NORMAL,Sul,RS,3,2,2085
2011,NORMAL,Nordeste,CE,2,0,2082
2016,NORMAL,Nordeste,PB,3,1,2079
2010,NORMAL,Centro-Oeste,MT,1,0,2075
2017,NORMAL,Nordeste,PB,1,0,2075
2018,CESARIANO,Norte,PA,4,1,2075
2012,CESARIANO,Norte,RO,3,0,2073
2012,CESARIANO,Nordeste,PI,1,2,2071
2018,NORMAL,Norte,AC,1,0,2070
2014,NORMAL,Nordeste,PB,1,0,2069
2016,CESARIANO,Nordeste,MA,1,1,2066
2016,CESARIANO,Norte,AP,2,0,2066
2019,CESARIANO,Nordeste,PE,5,1,2066
2017,CESARIANO,Nordeste,PE,5,1,2065
2011,NORMAL,Centro-Oeste,MT,4,1,2064
2018,NORMAL,Sudeste,SP,2,1,2064
2019,NORMAL,Sul,PR,4,0,2063
2013,CESARIANO,Norte,RO,2,0,2060
2012,CESARIANO,Nordeste,PB,1,2,2053
2014,NORMAL,Sul,RS,3,2,2047
2015,NORMAL,Nordeste,PB,1,2,2047
2019,CESARIANO,Norte,RO,3,0,2046
2014,CESARIANO,Norte,AP,2,0,2039
2010,CESARIANO,Norte,PA,4,1,2038
2016,NORMAL,Sudeste,SP,5,2,2033
2015,CESARIANO,Nordeste,BA,2,0,2030
2010,CESARIANO,Norte,PA,1,2,2029
2010,CESARIANO,Sul,SC,3,1,2029
2012,NORMAL,Nordeste,CE,3,0,2029
2011,NORMAL,Norte,PA,1,2,2028
2018,NORMAL,Centro-Oeste,MT,4,1,2027
2011,NORMAL,Sudeste,MG,4,0,2024
2010,CESARIANO,Sul,RS,4,0,2020
2010,CESARIANO,Norte,AP,2,0,2019
2016,NORMAL,Centro-Oeste,MT,4,1,2018
2018,CESARIANO,Nordeste,PE,5,1,2018
2019,NORMAL,Centro-Oeste,MT,4,1,2018
2010,CESARIANO,Sudeste,MG,2,1,2014
2015,NORMAL,Nordeste,CE,3,0,2011
2010,NORMAL,Sul,PR,2,0,2008
2011,CESARIANO,Sul,PR,5,1,2005
2014,CESARIANO,Nordeste,RN,3,0,2002
2016,NORMAL,Nordeste,RN,1,0,2000
2016,NORMAL,Norte,TO,4,0,1996
2017,NORMAL,Nordeste,RN,1,2,1994
2016,CESARIANO,Centro-Oeste,GO,2,0,1991
2015,CESARIANO,Norte,AP,2,0,1990
2010,CESARIANO,Sul,PR,5,1,1989
2013,NORMAL,Nordeste,CE,3,0,1987
2019,NORMAL,Nordeste,SE,1,0,1987
2018,NORMAL,Nordeste,PI,1,2,1982
2015,NORMAL,Nordeste,PB,1,0,1981
2015,NORMAL,Sul,RS,3,2,1976
2010,CESARIANO,Nordeste,RN,1,2,1974
2018,NORMAL,Nordeste,RN,1,2,1972
2013,NORMAL,Nordeste,RN,1,2,1966
2018,NORMAL,Norte,AC,2,0,1966
2012,CESARIANO,Sudeste,MG,2,1,1965
2013,NORMAL,Centro-Oeste,MT,4,1,1964
2011,CESARIANO,Norte,AP,2,0,1961
2010,CESARIANO,Nordeste,PI,1,2,1960
2013,NORMAL,Sudeste,SP,2,1,1957
2017,CESARIANO,Sul,RS,5,1,1957
2017,CESARIANO,Norte,RO,3,0,1955
2014,CESARIANO,Sudeste,ES,3,0,1954
2016,NORMAL,Sul,PR,4,0,1953
2017,CESARIANO,Norte,PA,4,1,1953
2011,CESARIANO,Nordeste,BA,3,1,1951
2016,NORMAL,Nordeste,PI,1,2,1950
2012,NORMAL,Sudeste,SP,2,1,1949
2019,CESARIANO,Sul,RS,5,1,1949
2016,NORMAL,Sudeste,SP,2,1,1946
2012,CESARIANO,Norte,AP,2,0,1944
2018,NORMAL,Nordeste,RN,1,0,1943
2017,NORMAL,Nordeste,PI,1,2,1942
2011,NORMAL,Centro-Oeste,MT,1,0,1941
2018,CESARIANO,Norte,RO,3,0,1940
2019,CESARIANO,Sudeste,ES,3,0,1932
2014,CESARIANO,Nordeste,BA,2,0,1931
2017,NORMAL,Sul,PR,4,0,1928
2015,CESARIANO,Centro-Oeste,GO,2,0,1927
2015,CESARIANO,Norte,PA,4,1,1924
2011,CESARIANO,Sul,RS,3,2,1922
2018,NORMAL,Sul,PR,4,0,1921
2013,CESARIANO,Nordeste,AL,1,2,1920
2012,CESARIANO,Nordeste,BA,3,1,1916
2014,NORMAL,Norte,TO,4,0,1915
2019,CESARIANO,Nordeste,RN,1,2,1915
2012,CESARIANO,Sul,RS,3,2,1914
2017,CESARIANO,Nordeste,MA,1,2,1912
2012,NORMAL,Nordeste,CE,2,0,1911
2011,CESARIANO,Nordeste,SE,1,1,1910
2017,NORMAL,Nordeste,CE,1,2,1909
2010,CESARIANO,Sul,RS,3,1,1908
2013,NORMAL,Norte,TO,4,0,1906
2014,NORMAL,Sudeste,SP,4,2,1904
2014,NORMAL,Nordeste,CE,2,0,1896
2015,CESARIANO,Sudeste,ES,3,0,1895
2011,NORMAL,Sudeste,SP,2,0,1891
2016,NORMAL,Nordeste,PB,1,0,1888
2010,CESARIANO,Nordeste,BA,3,1,1886
2014,NORMAL,Nordeste,CE,1,2,1885
2014,NORMAL,Sudeste,SP,5,2,1882
2012,CESARIANO,Nordeste,MA,1,1,1881
2015,NORMAL,Nordeste,CE,2,0,1881
2016,CESARIANO,Nordeste,CE,3,0,1880
2010,NORMAL,Sudeste,SP,5,2,1878
2015,NORMAL,Sul,PR,4,0,1878
2017,NORMAL,Sudeste,SP,2,1,1873
2012,NORMAL,Sudeste,MG,4,0,1866
2011,CESARIANO,Norte,RO,2,0,1863
2013,NORMAL,Nordeste,CE,2,0,1861
2015,NORMAL,Sudeste,SP,2,1,1861
2011,CESARIANO,Centro-Oeste,GO,2,2,1860
2010,CESARIANO,Sul,RS,3,2,1858
2018,CESARIANO,Nordeste,BA,2,0,1858
2010,NORMAL,Norte,RO,2,0,1857
2013,CESARIANO,Sul,SC,5,1,1854
2012,CESARIANO,Nordeste,SE,1,1,1852
2015,NORMAL,Norte,TO,4,0,1851
2019,NORMAL,Nordeste,RN,1,0,1851
2012,CESARIANO,Sul,SC,5,1,1850
2016,NORMAL,Centro-Oeste,GO,3,2,1846
2019,CESARIANO,Nordeste,PB,1,2,1844
2011,NORMAL,Sul,PR,2,0,1843
2011,CESARIANO,Nordeste,MA,1,1,1841
2013,CESARIANO,Centro-Oeste,MT,4,0,1841
2010,CESARIANO,Nordeste,CE,3,0,1840
2011,NORMAL,Nordeste,SE,5,1,1839
2011,NORMAL,Nordeste,AL,1,2,1838
2011,NORMAL,Norte,TO,3,0,1833
2013,NORMAL,Sul,SC,4,1,1830
2019,NORMAL,Norte,AC,1,0,1820
2016,CESARIANO,Nordeste,PB,1,2,1817
2011,CESARIANO,Nordeste,RN,1,2,1816
2014,CESARIANO,Sul,RS,3,2,1816
2015,CESARIANO,Nordeste,PB,1,2,1815
2016,CESARIANO,Sudeste,ES,3,0,1812
2016,NORMAL,Nordeste,MA,4,1,1811
2017,NORMAL,Norte,TO,4,0,1808
2013,CESARIANO,Sudeste,MG,2,1,1806
2012,NORMAL,Nordeste,SE,5,1,1803
2018,NORMAL,Sul,RS,3,2,1803
2019,NORMAL,Nordeste,PI,1,2,1799
2010,NORMAL,Norte,TO,3,0,1796
2014,NORMAL,Sudeste,SP,2,1,1796
2010,CESARIANO,Nordeste,MA,1,1,1795
2016,CESARIANO,Nordeste,RN,3,0,1795
2014,CESARIANO,Sudeste,MG,2,1,1791
2017,CESARIANO,Sudeste,ES,3,0,1790
2014,NORMAL,Nordeste,CE,3,0,1787
2018,NORMAL,Nordeste,MA,4,1,1782
2014,CESARIANO,Nordeste,SE,1,1,1781
2018,CESARIANO,Sudeste,ES,3,0,1780
2014,CESARIANO,Sul,SC,5,1,1777
2016,CESARIANO,Norte,PA,4,1,1776
2011,NORMAL,Sudeste,SP,5,2,1771
2012,CESARIANO,Norte,RO,2,0,1771
2015,CESARIANO,Sul,SC,5,1,1770
2010,NORMAL,Centro-Oeste,MT,4,1,1768
2013,NORMAL,Sudeste,SP,5,2,1768
2016,CESARIANO,Nordeste,BA,2,0,1766
2016,NORMAL,Sul,RS,3,2,1766
2017,CESARIANO,Centro-Oeste,MT,4,0,1765
2017,CESARIANO,Nordeste,BA,2,0,1764
2018,CESARIANO,Sul,RS,5,1,1763
2014,CESARIANO,Nordeste,CE,3,0,1758
2011,CESARIANO,Sul,SC,5,1,1751
2013,NORMAL,Nordeste,SE,5,1,1749
2014,CESARIANO,Norte,TO,2,0,1748
2015,NORMAL,Nordeste,SE,5,1,1748
2011,CESARIANO,Nordeste,MA,4,0,1747
2017,NORMAL,Sul,RS,3,2,1745
2019,NORMAL,Sudeste,SP,2,0,1745
2016,NORMAL,Nordeste,RN,1,2,1743
2013,CESARIANO,Sul,RS,3,2,1741
2010,NORMAL,Nordeste,SE,5,1,1740
2010,CESARIANO,Nordeste,MA,4,0,1735
2012,NORMAL,Norte,TO,2,0,1734
2017,CESARIANO,Nordeste,CE,3,0,1732
2017,NORMAL,Nordeste,BA,3,1,1732
2010,CESARIANO,Nordeste,SE,1,1,1729
2017,CESARIANO,Nordeste,SE,1,1,1729
2017,NORMAL,Nordeste,RN,1,0,1726
2013,NORMAL,Norte,TO,2,0,1724
2019,CESARIANO,Nordeste,SE,1,2,1724
2013,CESARIANO,Sudeste,ES,3,0,1723
2012,NORMAL,Nordeste,CE,1,2,1722
2019,CESARIANO,Centro-Oeste,MT,1,0,1718
2013,CESARIANO,Nordeste,BA,2,0,1717
2016,NORMAL,Nordeste,PB,1,2,1715
2018,CESARIANO,Centro-Oeste,MT,1,0,1715
2012,NORMAL,Norte,TO,3,0,1714
2012,NORMAL,Sudeste,SP,2,0,1713
2016,CESARIANO,Centro-Oeste,MT,4,0,1711
2013,CESARIANO,Centro-Oeste,GO,2,0,1709
2018,NORMAL,Norte,RO,2,0,1708
2017,CESARIANO,Nordeste,PB,1,2,1707
2015,NORMAL,Nordeste,RN,1,2,1705
2013,CESARIANO,Nordeste,AL,3,1,1701
2016,CESARIANO,Norte,RO,3,0,1700
2014,NORMAL,Nordeste,SE,5,1,1699
2018,CESARIANO,Nordeste,PB,1,2,1698
2012,CESARIANO,Nordeste,CE,3,0,1695
2012,NORMAL,Sudeste,SP,5,2,1695
2013,CESARIANO,Nordeste,MA,4,0,1691
2011,NORMAL,Sul,SC,4,1,1686
2015,NORMAL,Nordeste,MA,4,1,1685
2011,NORMAL,Norte,RO,2,0,1684
2012,NORMAL,Sul,PR,2,0,1684
2011,CESARIANO,Nordeste,AL,3,1,1680
2014,CESARIANO,Nordeste,AL,1,2,1677
2015,CESARIANO,Nordeste,MA,4,0,1677
2017,NORMAL,Nordeste,PB,1,2,1676
2019,NORMAL,Sul,RS,3,2,1674
2014,NORMAL,Centro-Oeste,MT,1,0,1673
2014,NORMAL,Nordeste,RN,1,2,1673
2010,NORMAL,Sudeste,ES,3,0,1671
2013,CESARIANO,Nordeste,CE,3,0,1671
2010,CESARIANO,Sul,SC,5,1,1667
2019,CESARIANO,Nordeste,SE,1,1,1661
2016,CESARIANO,Nordeste,MA,4,0,1653
2016,NORMAL,Nordeste,CE,3,0,1652
2010,CESARIANO,Norte,AC,2,0,1649
2019,CESARIANO,Nordeste,CE,3,0,1649
2013,CESARIANO,Norte,TO,2,0,1648
2010,CESARIANO,Sudeste,ES,3,0,1646
2016,NORMAL,Norte,AC,1,0,1644
2013,CESARIANO,Nordeste,BA,3,1,1641
2015,CESARIANO,Norte,RO,3,0,1641
2016,CESARIANO,Nordeste,AL,1,2,1641
2017,CESARIANO,Nordeste,RN,3,0,1639
2015,CESARIANO,Nordeste,SE,1,1,1636
2017,NORMAL,Nordeste,SE,5,1,1636
2018,CESARIANO,Nordeste,SE,1,1,1635
2018,NORMAL,Nordeste,CE,1,2,1635
2011,CESARIANO,Sudeste,ES,3,0,1634
2017,CESARIANO,Sul,RS,3,2,1632
2014,NORMAL,Norte,TO,2,0,1631
2018,CESARIANO,Centro-Oeste,MT,4,0,1625
2013,NORMAL,Nordeste,MA,2,0,1624
2011,CESARIANO,Norte,TO,2,0,1623
2012,CESARIANO,Sudeste,MG,4,0,1623
2012,NORMAL,Centro-Oeste,MT,1,0,1622
2016,NORMAL,Norte,PA,4,1,1619
2016,NORMAL,Nordeste,SE,5,1,1617
2012,NORMAL,Sul,SC,4,1,1615
2019,CESARIANO,Norte,AC,2,0,1615
2012,CESARIANO,Nordeste,BA,2,0,1614
2013,CESARIANO,Nordeste,SE,1,1,1613
2013,NORMAL,Norte,RO,2,0,1612
2019,NORMAL,Norte,RO,2,0,1611
2014,CESARIANO,Centro-Oeste,MT,4,0,1609
2018,NORMAL,Nordeste,SE,5,1,1609
2018,NORMAL,Nordeste,PB,1,2,1608
2011,CESARIANO,Norte,RO,3,0,1606
2019,NORMAL,Sudeste,MG,5,1,1603
2012,CESARIANO,Nordeste,AL,3,1,1600
2012,CESARIANO,Sudeste,ES,3,0,1599
2019,CESARIANO,Centro-Oeste,MT,4,0,1599
2014,NORMAL,Norte,RO,2,0,1597
2015,CESARIANO,Nordeste,CE,3,0,1596
2017,CESARIANO,Norte,TO,4,0,1594
2018,NORMAL,Sudeste,MG,5,1,1593
2015,NORMAL,Centro-Oeste,MT,1,0,1590
2019,NORMAL,Centro-Oeste,MT,2,1,1590
2017,NORMAL,Nordeste,MA,4,1,1589
2019,CESARIANO,Norte,RO,1,0,1588
2013,NORMAL,Sudeste,SP,2,0,1587
2017,NORMAL,Centro-Oeste,MT,2,1,1587
2010,CESARIANO,Centro-Oeste,GO,2,2,1586
2017,NORMAL,Norte,PA,4,1,1586
2019,NORMAL,Nordeste,MA,4,1,1582
2010,CESARIANO,Centro-Oeste,GO,2,0,1577
2019,NORMAL,Nordeste,PB,1,2,1575
2013,NORMAL,Norte,TO,3,0,1574
2017,NORMAL,Nordeste,CE,3,0,1572
2017,NORMAL,Sudeste,MG,5,1,1571
2017,CESARIANO,Sudeste,MG,4,0,1570
2014,NORMAL,Sudeste,MG,4,0,1568
2015,CESARIANO,Norte,TO,2,0,1568
2012,NORMAL,Nordeste,AL,1,2,1567
2010,CESARIANO,Nordeste,AL,3,1,1565
2019,CESARIANO,Nordeste,PB,3,1,1565
2010,CESARIANO,Norte,RO,2,0,1563
2010,CESARIANO,Nordeste,MA,1,2,1562
2012,NORMAL,Norte,RO,2,0,1562
2014,NORMAL,Sudeste,MG,5,1,1561
2013,NORMAL,Nordeste,CE,1,2,1560
2018,CESARIANO,Sudeste,MG,4,0,1560
2015,NORMAL,Sudeste,MG,5,1,1558
2010,CESARIANO,Sudeste,MG,4,0,1557
2015,CESARIANO,Sudeste,MG,2,1,1557
2014,NORMAL,Norte,TO,3,0,1554
2013,NORMAL,Centro-Oeste,MT,1,0,1552
2015,CESARIANO,Sul,RS,3,2,1551
2010,NORMAL,Sul,SC,4,1,1548
2015,CESARIANO,Nordeste,PB,3,1,1547
2011,CESARIANO,Norte,AC,2,0,1543
2018,CESARIANO,Sul,SC,4,1,1543
2015,NORMAL,Sudeste,SP,2,0,1540
2017,CESARIANO,Nordeste,AL,1,2,1538
2019,NORMAL,Sudeste,SP,4,2,1537
2019,CESARIANO,Sul,RS,3,2,1534
2011,CESARIANO,Sudeste,MG,4,0,1533
2011,CESARIANO,Nordeste,CE,3,0,1530
2018,NORMAL,Nordeste,AL,3,1,1524
2012,CESARIANO,Centro-Oeste,GO,2,0,1522
2018,NORMAL,Nordeste,CE,3,0,1522
2014,NORMAL,Sudeste,SP,2,0,1521
2019,NORMAL,Nordeste,BA,3,1,1521
2013,NORMAL,Sudeste,MG,4,0,1520
2018,NORMAL,Sudeste,SP,2,0,1519
2018,NORMAL,Sudeste,SP,4,2,1519
2015,NORMAL,Norte,PA,4,1,1518
2019,NORMAL,Nordeste,CE,1,2,1518
2017,CESARIANO,Sul,SC,4,1,1516
2018,CESARIANO,Nordeste,CE,5,1,1516
2011,CESARIANO,Nordeste,BA,2,0,1515
2018,CESARIANO,Nordeste,PB,3,1,1513
2014,NORMAL,Sudeste,ES,3,0,1512
2014,CESARIANO,Sudeste,MG,4,0,1511
2016,NORMAL,Sudeste,MG,5,1,1505
2018,CESARIANO,Norte,RO,1,0,1505
2013,CESARIANO,Nordeste,RN,1,2,1503
2019,NORMAL,Sudeste,ES,3,0,1503
2010,NORMAL,Norte,PA,4,1,1502
2018,CESARIANO,Sul,RS,3,2,1502
2011,NORMAL,Sudeste,ES,3,0,1500
2012,CESARIANO,Nordeste,RN,1,2,1500
2018,CESARIANO,Nordeste,CE,3,0,1500
2011,NORMAL,Nordeste,CE,1,2,1497
2012,CESARIANO,Norte,TO,2,0,1497
2014,CESARIANO,Nordeste,MA,4,0,1496
2016,NORMAL,Sudeste,SP,2,0,1494
2018,CESARIANO,Centro-Oeste,MT,2,1,1493
2019,CESARIANO,Centro-Oeste,MT,2,1,1490
2019,NORMAL,Nordeste,CE,3,0,1485
2015,CESARIANO,Sudeste,MG,4,0,1477
2019,CESARIANO,Nordeste,RN,3,0,1477
2010,NORMAL,Norte,TO,1,1,1476
2015,NORMAL,Sudeste,ES,3,0,1474
2011,CESARIANO,Nordeste,MA,1,2,1472
2013,CESARIANO,Norte,AC,2,0,1472
2018,NORMAL,Centro-Oeste,MT,2,1,1472
2017,NORMAL,Norte,RO,2,0,1471
2019,NORMAL,Nordeste,SE,5,1,1471
2019,NORMAL,Norte,AC,2,0,1469
2019,CESARIANO,Sul,SC,4,1,1468
2015,NORMAL,Nordeste,PI,3,1,1464
2010,CESARIANO,Sudeste,RJ,4,0,1463
2015,NORMAL,Norte,TO,2,0,1463
2015,CESARIANO,Centro-Oeste,MT,4,0,1460
2017,CESARIANO,Norte,AC,2,0,1460
2014,NORMAL,Nordeste,PI,3,1,1459
2016,CESARIANO,Sudeste,MG,4,0,1457
2018,CESARIANO,Nordeste,RN,1,2,1457
2015,NORMAL,Sudeste,MG,4,0,1455
2017,NORMAL,Sudeste,MG,4,0,1455
2014,CESARIANO,Nordeste,RN,1,2,1453
2019,CESARIANO,Sudeste,MG,4,0,1453
2014,NORMAL,Centro-Oeste,MT,2,1,1452
2016,CESARIANO,Sul,SC,5,1,1448
2018,CESARIANO,Nordeste,RN,3,0,1446
2011,NORMAL,Norte,TO,1,1,1444
2014,CESARIANO,Nordeste,BA,3,1,1444
2010,CESARIANO,Norte,TO,2,0,1434
2016,NORMAL,Centro-Oeste,MT,2,1,1432
2019,CESARIANO,Sudeste,MG,2,1,1430
2011,NORMAL,Nordeste,BA,5,1,1429
2015,CESARIANO,Nordeste,AL,1,2,1429
2017,NORMAL,Sudeste,ES,3,0,1429
2017,CESARIANO,Nordeste,PB,3,1,1428
2011,CESARIANO,Sudeste,RJ,4,0,1427
2016,CESARIANO,Sul,RS,3,2,1424
2012,CESARIANO,Nordeste,RN,3,0,1423
2010,CESARIANO,Nordeste,CE,1,2,1421
2011,NORMAL,Sudeste,MG,5,1,1421
2018,CESARIANO,Sudeste,MG,2,1,1419
2010,CESARIANO,Sudeste,RJ,3,0,1417
2013,CESARIANO,Sudeste,MG,4,0,1414
2016,NORMAL,Sudeste,MG,4,0,1414
2017,NORMAL,Sudeste,SP,2,0,1413
2013,CESARIANO,Nordeste,RN,3,0,1412
2016,NORMAL,Nordeste,AL,3,1,1412
2018,CESARIANO,Nordeste,SE,1,2,1397
2019,CESARIANO,Norte,TO,2,0,1397
2015,CESARIANO,Sul,SC,4,1,1396
2016,CESARIANO,Norte,TO,4,0,1392
2017,CESARIANO,Sul,SC,5,1,1391
2018,CESARIANO,Sul,SC,5,1,1390
2013,NORMAL,Norte,PA,4,1,1387
2016,CESARIANO,Nordeste,AL,3,1,1387
2015,NORMAL,Nordeste,BA,5,1,1386
2010,NORMAL,Sudeste,MG,5,1,1385
2015,NORMAL,Norte,TO,3,0,1385
2018,NORMAL,Nordeste,BA,3,1,1383
2017,CESARIANO,Sudeste,MG,2,1,1381
2012,CESARIANO,Sul,PR,4,0,1380
2015,NORMAL,Nordeste,AL,3,1,1374
2018,CESARIANO,Norte,AC,2,0,1373
2019,NORMAL,Sudeste,MG,4,0,1371
2011,CESARIANO,Nordeste,SE,5,0,1370
2014,NORMAL,Norte,PA,4,1,1367
2019,CESARIANO,Nordeste,CE,5,1,1367
2016,NORMAL,Sudeste,SP,4,2,1364
2016,NORMAL,Norte,TO,3,0,1363
2015,NORMAL,Norte,RO,2,0,1359
2016,CESARIANO,Norte,AC,2,0,1359
2016,CESARIANO,Sul,SC,4,1,1359
2013,CESARIANO,Nordeste,SE,5,0,1355
2011,CESARIANO,Centro-Oeste,GO,2,0,1354
2018,NORMAL,Sudeste,MG,4,0,1354
2019,CESARIANO,Sudeste,SP,2,0,1354
2010,CESARIANO,Norte,RO,3,0,1353
2015,NORMAL,Centro-Oeste,MT,2,1,1351
2014,CESARIANO,Nordeste,SE,5,0,1350
2017,CESARIANO,Sul,PR,4,0,1350
2019,CESARIANO,Norte,TO,4,0,1349
2012,NORMAL,Sudeste,MG,5,1,1348
2017,CESARIANO,Nordeste,RN,1,2,1347
2011,CESARIANO,Nordeste,RN,3,0,1345
2011,CESARIANO,Sudeste,SP,2,0,1345
2011,CESARIANO,Sul,PR,4,0,1340
2012,NORMAL,Norte,PA,4,1,1340
2019,CESARIANO,Sul,PR,4,0,1339
2014,CESARIANO,Sul,SC,4,1,1338
2017,NORMAL,Sudeste,SP,4,2,1338
2018,CESARIANO,Nordeste,SE,1,0,1338
2013,NORMAL,Centro-Oeste,MT,2,1,1334
2016,NORMAL,Norte,TO,2,0,1334
2013,NORMAL,Sudeste,MG,5,1,1333
2016,NORMAL,Centro-Oeste,MT,1,0,1333
2018,NORMAL,Sudeste,ES,3,0,1333
2017,CESARIANO,Nordeste,SE,1,0,1332
2017,NORMAL,Nordeste,AL,3,1,1332
2010,NORMAL,Nordeste,CE,1,2,1330
2013,CESARIANO,Nordeste,MA,1,2,1329
2010,NORMAL,Norte,RO,1,0,1328
2016,CESARIANO,Nordeste,MA,1,2,1328
2013,NORMAL,Sudeste,ES,3,0,1327
2019,CESARIANO,Sudeste,ES,3,1,1325
2017,NORMAL,Norte,RR,2,1,1323
2019,CESARIANO,Norte,AC,1,0,1323
2010,CESARIANO,Nordeste,RN,3,0,1320
2013,NORMAL,Nordeste,BA,5,1,1320
2018,CESARIANO,Norte,TO,2,0,1320
2012,NORMAL,Nordeste,BA,5,1,1319
2011,CESARIANO,Norte,TO,4,0,1316
2010,NORMAL,Nordeste,BA,5,1,1314
2016,CESARIANO,Sudeste,MG,5,1,1314
2014,CESARIANO,Norte,AC,1,0,1310
2016,NORMAL,Norte,RO,2,0,1310
2018,CESARIANO,Sudeste,SP,2,0,1309
2013,CESARIANO,Sul,PR,4,0,1308
2014,CESARIANO,Norte,TO,3,0,1307
2017,CESARIANO,Nordeste,SE,1,2,1307
2017,CESARIANO,Centro-Oeste,MT,2,1,1306
2018,CESARIANO,Sudeste,MG,5,1,1305
2016,CESARIANO,Sudeste,MG,2,1,1300
2013,NORMAL,Nordeste,PI,3,1,1297
2014,CESARIANO,Nordeste,AL,3,1,1295
2014,NORMAL,Nordeste,BA,5,1,1294
2014,NORMAL,Nordeste,MA,4,1,1289
